403;scramble;0
36828;3510
42827;3506
45035;3502
49029;3496
51170;3495
57643;3489
61711;3483
63837;3475
67850;3462
70033;3450
73990;3445
76168;3429
82227;3419
86188;3416
88436;3413
92544;3398
94959;3386
99211;3360
105639;3358
107931;3348
112230;3336
114522;3323
120922;3312
125213;3308
127426;3297
131533;3280
137818;3274
140040;3263
144134;3234
156858;3231
159044;3226
163103;3223
165287;3214
169332;3209
171499;3206
175527;3196
177707;3195
181724;3180
187970;3172
190140;3160
196321;3151
200284;3148
202422;3146
206422;3141
208562;3138
212574;3135
214788;3134
218837;3131
220980;3126
224924;3124
227015;3118
230919;3113
233019;3108
236940;3105
243005;3098
245117;3095
249052;3093
251244;3080
261206;3078
263330;3073
267252;3068
273236;3063
275362;3062
281464;3057
285408;3054
287521;3052
293560;3048
299595;3043
305609;3041
309508;3036
311638;3032
317777;3029
321659;3023
323782;3020
327672;3017
329797;3013
333725;3011
335830;3007
339718;3004
341808;3001
345714;2999
351612;2994
353658;2991
